COMPETITION_WYID,MATCH_WYID,EVENT_WYID,PRIMARYTYPE,GROUNDDUELOPPONENT_WYID,GROUNDDUELDUELTYPE,KEPTPOSSESSION,PROGRESSEDWITHBALL,STOPPEDPROGRESS,RECOVEREDPOSSESSION,TAKEON,GROUNDDUELSIDE,GROUNDDUELRELATEDDUEL_WYID
335,5465998,1828347774,duel,400354,offensive_duel,false,false,,,false,,1828347841
335,5465998,1828347841,duel,412012,defensive_duel,,,true,true,false,,1828347774
335,5465998,1828347849,duel,281248,offensive_duel,false,false,,,false,,1828347775
335,5465998,1828347775,duel,454213,defensive_duel,,,true,true,false,,1828347849
335,5465998,1828347783,duel,516196,defensive_duel,,,false,false,false,,1828347858
335,5465998,1828347858,duel,562633,offensive_duel,true,true,,,false,,1828347783
335,5465998,1828347784,duel,516196,defensive_duel,,,true,false,false,,1828347861
335,5465998,1828347861,duel,56079,offensive_duel,true,false,,,false,,1828347784
335,5465998,1828347785,duel,0,defensive_duel,,,true,false,false,,1828349814
335,5465998,1828349814,duel,562633,offensive_duel,true,false,,,false,,1828347785
335,5465998,1828347798,duel,443851,defensive_duel,,,true,false,false,left,1828347904
335,5465998,1828347904,duel,56079,dribble,true,false,,,false,right,1828347798
335,5465998,1828347910,duel,0,offensive_duel,false,false,,,false,,1828349816
335,5465998,1828349816,duel,454213,defensive_duel,,,true,false,false,,1828347910
335,5465998,1828347911,duel,514807,offensive_duel,false,false,,,false,,1828347806
335,5465998,1828347806,duel,454213,defensive_duel,,,true,true,false,,1828347911
335,5465998,1828347912,duel,0,defensive_duel,,,true,true,false,,1828349817
335,5465998,1828349817,duel,454213,offensive_duel,false,false,,,false,,1828347912
335,5465998,1828347810,duel,400354,defensive_duel,,,true,false,false,,1828347923
335,5465998,1828347923,duel,268785,offensive_duel,true,false,,,false,,1828347810
335,5465998,1828347929,duel,514807,defensive_duel,,,false,false,false,right,1828347824
335,5465998,1828347824,duel,347591,dribble,true,true,,,false,left,1828347929
335,5465998,1828347860,duel,190470,offensive_duel,true,false,,,false,,1828348221
335,5465998,1828348221,duel,514807,defensive_duel,,,true,false,false,,1828347860
335,5465998,1828347882,duel,633197,offensive_duel,true,false,,,false,,1828348240
335,5465998,1828348240,duel,268785,defensive_duel,,,true,false,false,,1828347882
335,5465998,1828347884,duel,633197,dribble,true,false,,,true,left,1828348241
335,5465998,1828348241,duel,334043,defensive_duel,,,true,false,true,right,1828347884
335,5465998,1828347885,duel,400354,offensive_duel,true,false,,,false,,1828348242
335,5465998,1828348242,duel,334043,defensive_duel,,,true,false,false,,1828347885
335,5465998,1828347939,duel,516196,defensive_duel,,,false,false,false,right,1828348296
335,5465998,1828348296,duel,562633,dribble,true,true,,,false,left,1828347939
335,5465998,1828347963,duel,516196,dribble,true,true,,,true,left,1828348341
335,5465998,1828348341,duel,56079,defensive_duel,,,false,false,true,right,1828347963
335,5465998,1828347968,duel,516196,dribble,true,true,,,false,right,1828348343
335,5465998,1828348343,duel,514807,defensive_duel,,,false,false,false,left,1828347968
335,5465998,1828348004,duel,56273,defensive_duel,,,true,false,false,,1828348496
335,5465998,1828348496,duel,519629,offensive_duel,true,false,,,false,,1828348004
335,5465998,1828348016,duel,443851,offensive_duel,true,false,,,false,,1828348516
335,5465998,1828348516,duel,269698,defensive_duel,,,true,false,false,,1828348016
335,5465998,1828348022,duel,604144,offensive_duel,false,false,,,false,,1828348520
335,5465998,1828348520,duel,562633,defensive_duel,,,true,true,false,,1828348022
335,5465998,1828348024,duel,443851,defensive_duel,,,true,false,false,,1828348524
335,5465998,1828348524,duel,54485,offensive_duel,false,false,,,false,,1828348024
335,5465998,1828348025,duel,443851,defensive_duel,,,true,true,true,right,1828348525
335,5465998,1828348525,duel,56079,dribble,false,false,,,true,left,1828348025
335,5465998,1828348028,duel,604144,defensive_duel,,,false,false,false,,1828348527
335,5465998,1828348527,duel,514807,offensive_duel,true,true,,,false,,1828348028
335,5465998,1828348031,duel,400354,defensive_duel,,,true,false,false,,1828348536
335,5465998,1828348536,duel,514807,offensive_duel,true,false,,,false,,1828348031
335,5465998,1828348038,duel,400354,offensive_duel,false,false,,,false,,1828348564
335,5465998,1828348564,duel,268785,defensive_duel,,,true,true,false,,1828348038
335,5465998,1828348043,duel,604144,offensive_duel,true,false,,,false,,1828348574
335,5465998,1828348574,duel,334043,defensive_duel,,,true,false,false,,1828348043
335,5465998,1828348044,duel,0,dribble,true,false,,,true,left,1828349821
335,5465998,1828349821,duel,334043,defensive_duel,,,true,false,true,right,1828348044
335,5465998,1828348045,duel,604144,offensive_duel,true,false,,,false,,1828348577
335,5465998,1828348577,duel,334043,defensive_duel,,,true,false,false,,1828348045
335,5465998,1828348047,duel,400354,offensive_duel,true,true,,,false,,1828348579
335,5465998,1828348579,duel,268785,defensive_duel,,,false,false,false,,1828348047
335,5465998,1828348052,duel,443851,offensive_duel,false,false,,,false,,1828348585
335,5465998,1828348585,duel,56079,defensive_duel,,,true,true,false,,1828348052
335,5465998,1828348064,duel,347591,offensive_duel,true,false,,,false,,1828348600
335,5465998,1828348600,duel,514807,defensive_duel,,,true,false,false,,1828348064
335,5465998,1828348072,duel,289668,offensive_duel,false,false,,,false,,1828348609
335,5465998,1828348609,duel,54485,defensive_duel,,,true,false,false,,1828348072
335,5465998,1828348078,duel,289668,offensive_duel,true,false,,,false,,1828348631
335,5465998,1828348631,duel,514807,defensive_duel,,,true,false,false,,1828348078
335,5465998,1828348113,duel,347591,offensive_duel,true,false,,,false,,1828348657
335,5465998,1828348657,duel,514807,defensive_duel,,,true,false,false,,1828348113
335,5465998,1828348122,duel,516196,defensive_duel,,,false,false,false,,1828348687
335,5465998,1828348687,duel,334043,offensive_duel,true,true,,,false,,1828348122
335,5465998,1828348172,duel,516196,defensive_duel,,,true,true,false,right,1828348730
335,5465998,1828348730,duel,562633,dribble,false,false,,,false,left,1828348172
335,5465998,1828348173,duel,516196,offensive_duel,true,true,,,false,,1828348732
335,5465998,1828348732,duel,562633,defensive_duel,,,false,false,false,,1828348173
335,5465998,1828348175,duel,604144,defensive_duel,,,true,true,false,,1828348734
335,5465998,1828348734,duel,514807,offensive_duel,false,false,,,false,,1828348175
335,5465998,1828348177,duel,190470,dribble,true,true,,,true,left,1828348735
335,5465998,1828348735,duel,54485,defensive_duel,,,false,false,true,right,1828348177
335,5465998,1828348190,duel,454213,defensive_duel,,,true,true,true,left,1828348742
335,5465998,1828348742,duel,281248,dribble,false,false,,,true,right,1828348190
335,5465998,1828348207,duel,289668,dribble,true,false,,,false,left,1828348747
335,5465998,1828348747,duel,514807,defensive_duel,,,true,false,false,right,1828348207
335,5465998,1828348213,duel,190470,dribble,true,true,,,true,left,1828348748
335,5465998,1828348748,duel,26652,defensive_duel,,,false,false,true,right,1828348213
335,5465998,1828348223,duel,400354,defensive_duel,,,true,true,false,,1828348753
335,5465998,1828348753,duel,412012,offensive_duel,false,false,,,false,,1828348223
335,5465998,1828348233,duel,190470,dribble,true,false,,,true,right,1828348759
335,5465998,1828348759,duel,514807,defensive_duel,,,true,false,true,left,1828348233
335,5465998,1828348273,duel,289668,offensive_duel,true,false,,,false,,1828348775
335,5465998,1828348775,duel,514807,defensive_duel,,,true,false,false,,1828348273
335,5465998,1828348302,duel,400354,defensive_duel,,,false,false,false,,1828348804
335,5465998,1828348804,duel,268785,offensive_duel,true,true,,,false,,1828348302
335,5465998,1828348317,duel,443851,offensive_duel,true,true,,,false,,1828348813
335,5465998,1828348318,duel,516196,offensive_duel,true,true,,,false,,1828348814
335,5465998,1828348813,duel,54485,defensive_duel,,,false,false,false,,1828348317
335,5465998,1828348814,duel,54485,defensive_duel,,,false,false,false,,1828348318
335,5465998,1828348359,duel,454213,defensive_duel,,,false,false,false,,1828348824
335,5465998,1828348824,duel,281248,offensive_duel,true,true,,,false,,1828348359
335,5465998,1828348360,duel,56273,defensive_duel,,,false,false,false,,1828348827
335,5465998,1828348827,duel,519629,offensive_duel,true,true,,,false,,1828348360
335,5465998,1828348361,duel,454213,defensive_duel,,,true,true,false,,1828348841
335,5465998,1828348841,duel,281248,offensive_duel,false,false,,,false,,1828348361
335,5465998,1828348368,duel,190470,dribble,true,true,,,true,left,1828348849
335,5465998,1828348849,duel,54485,defensive_duel,,,false,false,true,right,1828348368
335,5465998,1828348378,duel,604144,offensive_duel,true,true,,,false,,1828348875
335,5465998,1828348875,duel,26652,defensive_duel,,,false,false,false,,1828348378
335,5465998,1828348390,duel,289668,offensive_duel,true,true,,,false,,1828348895
335,5465998,1828348895,duel,56079,defensive_duel,,,false,false,false,,1828348390
335,5465998,1828348389,duel,443851,offensive_duel,true,false,,,false,,1828348897
335,5465998,1828348897,duel,56079,defensive_duel,,,true,false,false,,1828348389
335,5465998,1828348404,duel,516196,offensive_duel,true,true,,,false,,1828348922
335,5465998,1828348922,duel,514807,defensive_duel,,,false,false,false,,1828348404
335,5465998,1828348410,duel,443851,defensive_duel,,,false,false,false,,1828348934
335,5465998,1828348934,duel,56079,offensive_duel,true,true,,,false,,1828348410
335,5465998,1828348412,duel,56273,defensive_duel,,,true,true,false,,1828348952
335,5465998,1828348952,duel,519629,offensive_duel,false,false,,,false,,1828348412
335,5465998,1828348419,duel,633197,defensive_duel,,,true,false,false,,1828348969
335,5465998,1828348969,duel,334043,offensive_duel,true,false,,,false,,1828348419
335,5465998,1828348436,duel,604144,dribble,true,false,,,false,right,1828348978
335,5465998,1828348978,duel,54485,defensive_duel,,,true,false,false,left,1828348436
335,5465998,1828348438,duel,454213,dribble,true,true,,,true,right,1828348982
335,5465998,1828348982,duel,281248,defensive_duel,,,false,false,true,left,1828348438
335,5465998,1828348474,duel,604144,defensive_duel,,,true,true,false,,1828349161
335,5465998,1828349161,duel,562633,offensive_duel,false,false,,,false,,1828348474
335,5465998,1828348475,duel,190470,offensive_duel,true,true,,,false,,1828349177
335,5465998,1828349177,duel,26652,defensive_duel,,,false,false,false,,1828348475
335,5465998,1828348480,duel,504117,dribble,false,false,,,true,right,1828349181
335,5465998,1828349181,duel,56079,defensive_duel,,,true,false,true,left,1828348480
335,5465998,1828348483,duel,504117,offensive_duel,false,false,,,false,,1828349202
335,5465998,1828349202,duel,56079,defensive_duel,,,true,true,false,,1828348483
335,5465998,1828348484,duel,454213,defensive_duel,,,false,false,true,left,1828349212
335,5465998,1828349212,duel,519629,dribble,true,true,,,true,right,1828348484
335,5465998,1828348489,duel,56273,defensive_duel,,,true,true,false,,1828349230
335,5465998,1828349230,duel,412012,offensive_duel,false,false,,,false,,1828348489
335,5465998,1828348528,duel,454213,defensive_duel,,,true,true,false,,1828349274
335,5465998,1828349274,duel,281248,offensive_duel,false,false,,,false,,1828348528
335,5465998,1828348538,duel,289668,offensive_duel,false,false,,,false,,1828349282
335,5465998,1828349282,duel,54485,defensive_duel,,,true,false,false,,1828348538
335,5465998,1828348545,duel,454213,defensive_duel,,,true,false,false,,1828349305
335,5465998,1828349305,duel,281248,offensive_duel,true,false,,,false,,1828348545
335,5465998,1828348548,duel,504117,defensive_duel,,,false,false,false,right,1828349306
335,5465998,1828349306,duel,56079,dribble,true,true,,,false,left,1828348548
335,5465998,1828348565,duel,504117,dribble,true,true,,,true,left,1828349330
335,5465998,1828349330,duel,56079,defensive_duel,,,false,false,true,right,1828348565
335,5465998,1828348567,duel,504117,dribble,true,true,,,false,right,1828349331
335,5465998,1828349331,duel,56079,defensive_duel,,,false,false,false,left,1828348567
335,5465998,1828348573,duel,516196,dribble,true,true,,,true,right,1828349336
335,5465998,1828349336,duel,514807,defensive_duel,,,false,false,true,left,1828348573
335,5465998,1828348596,duel,454213,defensive_duel,,,false,false,false,,1828349359
335,5465998,1828349359,duel,562633,offensive_duel,true,true,,,false,,1828348596
335,5465998,1828348597,duel,604144,defensive_duel,,,false,false,false,right,1828349363
335,5465998,1828349363,duel,519629,dribble,true,true,,,false,left,1828348597
335,5465998,1828348599,duel,604144,defensive_duel,,,false,false,false,right,1828349365
335,5465998,1828349365,duel,281248,dribble,true,true,,,false,left,1828348599
335,5465998,1828348603,duel,190470,offensive_duel,true,true,,,false,,1828349389
335,5465998,1828349389,duel,562633,defensive_duel,,,false,false,false,,1828348603
335,5465998,1828348615,duel,604144,offensive_duel,false,false,,,false,,1828349398
335,5465998,1828349398,duel,562633,defensive_duel,,,true,false,false,,1828348615
335,5465998,1828348618,duel,289668,offensive_duel,false,false,,,false,,1828349405
335,5465998,1828349405,duel,281248,defensive_duel,,,true,true,false,,1828348618
335,5465998,1828348635,duel,190470,offensive_duel,true,false,,,false,,1828349430
335,5465998,1828349430,duel,26652,defensive_duel,,,true,false,false,,1828348635
335,5465998,1828348645,duel,400354,defensive_duel,,,false,false,true,right,1828349436
335,5465998,1828349436,duel,412012,dribble,true,true,,,true,left,1828348645
335,5465998,1828348647,duel,56273,offensive_duel,true,false,,,false,,1828349438
335,5465998,1828349438,duel,26652,defensive_duel,,,true,false,false,,1828348647
335,5465998,1828348654,duel,289668,offensive_duel,false,false,,,false,,1828349444
335,5465998,1828349444,duel,54485,defensive_duel,,,true,true,false,,1828348654
335,5465998,1828348668,duel,443851,defensive_duel,,,true,false,false,,1828349480
335,5465998,1828349480,duel,519629,offensive_duel,false,false,,,false,,1828348668
335,5465998,1828348675,duel,56273,offensive_duel,true,true,,,false,,1828349484
335,5465998,1828349484,duel,26652,defensive_duel,,,false,false,false,,1828348675
335,5465998,1828348843,duel,400354,offensive_duel,true,true,,,false,,1828349502
335,5465998,1828349502,duel,334043,defensive_duel,,,false,false,false,,1828348843
335,5465998,1828348851,duel,454213,defensive_duel,,,false,false,false,,1828349512
335,5465998,1828349512,duel,281248,offensive_duel,true,true,,,false,,1828348851
335,5465998,1828348859,duel,604144,dribble,true,true,,,false,left,1828349515
335,5465998,1828349515,duel,514807,defensive_duel,,,false,false,false,right,1828348859
335,5465998,1828348872,duel,400354,defensive_duel,,,false,false,false,left,1828349519
335,5465998,1828349519,duel,26652,dribble,true,true,,,false,right,1828348872
335,5465998,1828348879,duel,289668,offensive_duel,true,false,,,false,,1828349523
335,5465998,1828349523,duel,562633,defensive_duel,,,true,false,false,,1828348879
335,5465998,1828348913,duel,516196,dribble,false,false,,,true,left,1828349530
335,5465998,1828349530,duel,281248,defensive_duel,,,true,false,true,right,1828348913
335,5465998,1828348928,duel,604144,dribble,true,false,,,false,left,1828349537
335,5465998,1828349537,duel,26652,defensive_duel,,,true,false,false,right,1828348928
335,5465998,1828348937,duel,504117,offensive_duel,true,true,,,false,,1828349543
335,5465998,1828349543,duel,56079,defensive_duel,,,false,false,false,,1828348937
335,5465998,1828349014,duel,504117,offensive_duel,false,false,,,false,,1828349560
335,5465998,1828349560,duel,56079,defensive_duel,,,true,true,false,,1828349014
335,5465998,1828349019,duel,347591,dribble,true,false,,,true,left,1828349574
335,5465998,1828349574,duel,514807,defensive_duel,,,true,false,true,right,1828349019
335,5465998,1828349021,duel,56273,defensive_duel,,,true,true,false,,1828349578
335,5465998,1828349578,duel,519629,offensive_duel,false,false,,,false,,1828349021
335,5465998,1828349051,duel,289668,dribble,false,false,,,true,right,1828349590
335,5465998,1828349590,duel,514807,defensive_duel,,,true,false,true,left,1828349051
335,5465998,1828349052,duel,289668,offensive_duel,true,true,,,false,,1828349588
335,5465998,1828349588,duel,514807,defensive_duel,,,false,false,false,,1828349052
335,5465998,1828349054,duel,504117,dribble,true,true,,,false,left,1828349592
335,5465998,1828349592,duel,562633,defensive_duel,,,false,false,false,right,1828349054
335,5465998,1828349063,duel,443851,defensive_duel,,,true,true,true,left,1828349599
335,5465998,1828349599,duel,26652,dribble,false,false,,,true,right,1828349063
335,5465998,1828349084,duel,56273,offensive_duel,true,true,,,false,,1828349602
335,5465998,1828349602,duel,26652,defensive_duel,,,false,false,false,,1828349084
335,5465998,1828349087,duel,443851,defensive_duel,,,true,false,false,,1828349605
335,5465998,1828349605,duel,519629,offensive_duel,false,false,,,false,,1828349087
335,5465998,1828349095,duel,347591,defensive_duel,,,false,false,false,,1828349616
335,5465998,1828349616,duel,519629,offensive_duel,true,true,,,false,,1828349095
335,5465998,1828349097,duel,289668,defensive_duel,,,false,false,false,right,1828349624
335,5465998,1828349624,duel,69374,dribble,true,true,,,false,left,1828349097
335,5465998,1828349098,duel,289668,defensive_duel,,,false,false,false,right,1828349625
335,5465998,1828349625,duel,562633,dribble,true,true,,,false,left,1828349098
335,5465998,1828349104,duel,347591,defensive_duel,,,false,false,false,left,1828349639
335,5465998,1828349639,duel,658561,dribble,true,true,,,false,right,1828349104
335,5465998,1828349130,duel,516196,offensive_duel,false,false,,,false,,1828349647
335,5465998,1828349647,duel,56079,defensive_duel,,,true,true,false,,1828349130
335,5465998,1828349131,duel,516196,defensive_duel,,,false,false,false,,1828349649
335,5465998,1828349649,duel,69374,offensive_duel,true,true,,,false,,1828349131
335,5465998,1828349147,duel,516196,dribble,false,false,,,true,left,1828349661
335,5465998,1828349661,duel,514807,defensive_duel,,,true,true,true,right,1828349147
335,5465998,1828349152,duel,289668,offensive_duel,false,false,,,false,,1828349665
335,5465998,1828349665,duel,514807,defensive_duel,,,true,true,false,,1828349152
335,5465998,1828349153,duel,289668,defensive_duel,,,true,false,false,,1828349666
335,5465998,1828349666,duel,514807,offensive_duel,true,false,,,false,,1828349153
335,5465998,1828349195,duel,504117,offensive_duel,true,true,,,false,,1828349672
335,5465998,1828349672,duel,56079,defensive_duel,,,false,false,false,,1828349195
335,5465998,1828349232,duel,0,dribble,true,true,,,true,left,1828349829
335,5465998,1828349829,duel,514807,defensive_duel,,,false,false,true,right,1828349232
335,5465998,1828349265,duel,400354,defensive_duel,,,true,false,false,,1828349698
335,5465998,1828349698,duel,519629,offensive_duel,true,false,,,false,,1828349265
335,5465998,1828349269,duel,190470,defensive_duel,,,false,false,false,,1828349701
335,5465998,1828349701,duel,69374,offensive_duel,true,true,,,false,,1828349269
335,5465998,1828349324,duel,504117,dribble,true,false,,,false,left,1828349715
335,5465998,1828349715,duel,562633,defensive_duel,,,true,false,false,right,1828349324
335,5465998,1828349333,duel,56273,defensive_duel,,,false,false,false,,1828349717
335,5465998,1828349717,duel,281248,offensive_duel,true,true,,,false,,1828349333
335,5465998,1828349343,duel,516196,defensive_duel,,,true,false,true,right,1828349723
335,5465998,1828349723,duel,56079,dribble,false,false,,,true,left,1828349343
335,5465998,1828349375,duel,347591,dribble,false,false,,,true,left,1828349731
335,5465998,1828349731,duel,412012,defensive_duel,,,true,false,true,right,1828349375
335,5465998,1828349409,duel,495421,dribble,true,true,,,false,right,1828349745
335,5465998,1828349745,duel,412012,defensive_duel,,,false,false,false,left,1828349409
335,5345498,1571064609,duel,496678,defensive_duel,,,true,false,false,,1571064615
335,5345498,1571064615,duel,37948,offensive_duel,true,false,,,false,,1571064609
335,5345498,1571064632,duel,562633,defensive_duel,,,false,false,false,right,1571064717
335,5345498,1571064717,duel,594473,dribble,true,true,,,false,left,1571064632
335,5345498,1571064638,duel,412012,defensive_duel,,,false,false,false,,1571064719
335,5345498,1571064719,duel,351054,offensive_duel,true,true,,,false,,1571064638
335,5345498,1571064691,duel,224165,offensive_duel,false,false,,,false,,1571064649
335,5345498,1571064649,duel,356393,defensive_duel,,,true,true,false,,1571064691
335,5345498,1571064662,duel,26652,defensive_duel,,,true,false,false,,1571064726
335,5345498,1571064726,duel,351054,offensive_duel,true,false,,,false,,1571064662
335,5345498,1571064663,duel,334043,defensive_duel,,,true,false,false,,1571064747
335,5345498,1571064747,duel,606703,offensive_duel,true,false,,,false,,1571064663
335,5345498,1571064675,duel,496678,offensive_duel,true,false,,,false,,1571064759
335,5345498,1571064759,duel,224165,defensive_duel,,,true,false,false,,1571064675
335,5345498,1571064676,duel,26652,offensive_duel,true,true,,,false,,1571064760
335,5345498,1571064760,duel,224165,defensive_duel,,,false,false,false,,1571064676
335,5345498,1571064702,duel,334043,defensive_duel,,,true,true,false,,1571064771
335,5345498,1571064771,duel,523123,offensive_duel,false,false,,,false,,1571064702
335,5345498,1571064708,duel,412012,defensive_duel,,,true,true,false,,1571064773
335,5345498,1571064773,duel,224165,offensive_duel,false,false,,,false,,1571064708
335,5345498,1571064709,duel,412012,offensive_duel,true,false,,,false,,1571064774
335,5345498,1571064774,duel,224165,defensive_duel,,,true,false,false,,1571064709
335,5345498,1571064738,duel,363625,offensive_duel,false,false,,,false,,1571064783
335,5345498,1571064783,duel,399781,defensive_duel,,,true,true,false,,1571064738
335,5345498,1571064803,duel,551993,dribble,true,true,,,true,left,1571064919
335,5345498,1571064919,duel,26652,defensive_duel,,,false,false,true,right,1571064803
335,5345498,1571064923,duel,0,defensive_duel,,,true,false,false,,1571066652
335,5345498,1571066652,duel,399781,offensive_duel,true,false,,,false,,1571064923
335,5345498,1571064930,duel,0,defensive_duel,,,true,false,false,,1571066653
335,5345498,1571066653,duel,37948,offensive_duel,true,false,,,false,,1571064930
335,5345498,1571064836,duel,37948,dribble,true,true,,,false,left,1571064950
335,5345498,1571064950,duel,363625,defensive_duel,,,false,false,false,right,1571064836
335,5345498,1571064960,duel,412012,offensive_duel,false,false,,,false,,1571064845
335,5345498,1571064845,duel,224165,defensive_duel,,,true,true,false,,1571064960
335,5345498,1571064977,duel,356393,dribble,true,true,,,true,right,1571064873
335,5345498,1571064873,duel,37948,defensive_duel,,,false,false,true,left,1571064977
335,5345498,1571064979,duel,412012,defensive_duel,,,false,false,false,,1571064876
335,5345498,1571064876,duel,399781,offensive_duel,true,true,,,false,,1571064979
335,5345498,1571064882,duel,606703,dribble,true,true,,,true,left,1571064983
335,5345498,1571064983,duel,169212,defensive_duel,,,false,false,true,right,1571064882
335,5345498,1571064908,duel,351054,defensive_duel,,,false,false,false,right,1571064999
335,5345498,1571064999,duel,26652,dribble,true,true,,,false,left,1571064908
335,5345498,1571064909,duel,224165,defensive_duel,,,true,false,false,right,1571065000
335,5345498,1571065000,duel,356393,dribble,true,false,,,false,left,1571064909
335,5345498,1571064911,duel,594473,defensive_duel,,,true,false,false,right,1571065003
335,5345498,1571065003,duel,363625,dribble,true,false,,,false,left,1571064911
335,5345498,1571064924,duel,523123,defensive_duel,,,true,false,false,right,1571065020
335,5345498,1571065020,duel,356393,dribble,true,false,,,false,left,1571064924
335,5345498,1571064953,duel,224165,defensive_duel,,,true,false,false,,1571065041
335,5345498,1571065041,duel,449763,offensive_duel,true,false,,,false,,1571064953
335,5345498,1571065068,duel,356393,offensive_duel,false,false,,,false,,1571064964
335,5345498,1571064964,duel,37948,defensive_duel,,,true,true,false,,1571065068
335,5345498,1571064965,duel,0,offensive_duel,true,false,,,false,,1571066655
335,5345498,1571066655,duel,496678,defensive_duel,,,true,false,false,,1571064965
335,5345498,1571065113,duel,356393,offensive_duel,true,false,,,false,,1571065074
335,5345498,1571065074,duel,399781,defensive_duel,,,true,false,false,,1571065113
335,5345498,1571065177,duel,356393,dribble,true,false,,,false,left,1571065110
335,5345498,1571065110,duel,523123,defensive_duel,,,true,false,false,right,1571065177
335,5345498,1571065112,duel,0,defensive_duel,,,true,false,false,,1571066657
335,5345498,1571066657,duel,562633,offensive_duel,true,false,,,false,,1571065112
335,5345498,1571065116,duel,399781,defensive_duel,,,true,false,false,,1571065193
335,5345498,1571065193,duel,449763,offensive_duel,true,false,,,false,,1571065116
335,5345498,1571065149,duel,523123,offensive_duel,true,false,,,false,,1571065290
335,5345498,1571065290,duel,169212,defensive_duel,,,true,false,false,,1571065149
335,5345498,1571065299,duel,562633,offensive_duel,false,false,,,false,,1571065160
335,5345498,1571065160,duel,594473,defensive_duel,,,true,true,false,,1571065299
335,5345498,1571065162,duel,594473,offensive_duel,true,true,,,false,,1571065300
335,5345498,1571065300,duel,562633,defensive_duel,,,false,false,false,,1571065162
335,5345498,1571065311,duel,449763,offensive_duel,false,false,,,false,,1571065186
335,5345498,1571065186,duel,224165,defensive_duel,,,true,true,false,,1571065311
335,5345498,1571065312,duel,356393,defensive_duel,,,false,false,false,,1571065189
335,5345498,1571065189,duel,399781,offensive_duel,true,true,,,false,,1571065312
335,5345498,1571065199,duel,224165,offensive_duel,true,true,,,false,,1571065321
335,5345498,1571065321,duel,356393,defensive_duel,,,false,false,false,,1571065199
335,5345498,1571065333,duel,363625,defensive_duel,,,true,false,false,right,1571065218
335,5345498,1571065218,duel,594473,dribble,false,false,,,false,left,1571065333
335,5345498,1571065336,duel,0,defensive_duel,,,true,true,false,,1571066658
335,5345498,1571066658,duel,399781,offensive_duel,false,false,,,false,,1571065336
335,5345498,1571065247,duel,399781,dribble,true,true,,,false,right,1571065350
335,5345498,1571065350,duel,363625,defensive_duel,,,false,false,false,left,1571065247
335,5345498,1571065250,duel,37948,defensive_duel,,,true,false,false,right,1571065354
335,5345498,1571065354,duel,356393,dribble,true,false,,,false,left,1571065250
335,5345498,1571065357,duel,0,offensive_duel,true,false,,,false,,1571066659
335,5345498,1571066659,duel,37948,defensive_duel,,,true,true,false,,1571065357
335,5345498,1571065253,duel,37948,offensive_duel,true,true,,,false,,1571065359
335,5345498,1571065359,duel,496678,defensive_duel,,,false,false,false,,1571065253
335,5345498,1571065260,duel,551993,dribble,true,true,,,true,left,1571065374
335,5345498,1571065374,duel,334043,defensive_duel,,,false,false,true,right,1571065260
335,5345498,1571065376,duel,562633,defensive_duel,,,true,false,false,,1571065272
335,5345498,1571065272,duel,246509,offensive_duel,true,false,,,false,,1571065376
335,5345498,1571065276,duel,246509,defensive_duel,,,false,false,false,,1571065378
335,5345498,1571065378,duel,562633,offensive_duel,true,true,,,false,,1571065276
335,5345498,1571065390,duel,412012,defensive_duel,,,true,false,false,,1571065295
335,5345498,1571065295,duel,224165,offensive_duel,true,false,,,false,,1571065390
335,5345498,1571065315,duel,594473,defensive_duel,,,true,false,false,,1571065395
335,5345498,1571065395,duel,54485,offensive_duel,true,false,,,false,,1571065315
335,5345498,1571065398,duel,334043,defensive_duel,,,true,false,false,,1571065322
335,5345498,1571065322,duel,551993,offensive_duel,true,false,,,false,,1571065398
335,5345498,1571065400,duel,496678,defensive_duel,,,false,false,false,left,1571065344
335,5345498,1571065344,duel,606703,dribble,true,true,,,false,right,1571065400
335,5345498,1571065377,duel,606703,defensive_duel,,,true,false,false,,1571065414
335,5345498,1571065414,duel,169212,offensive_duel,true,false,,,false,,1571065377
335,5345498,1571065416,duel,26652,defensive_duel,,,false,false,false,right,1571065385
335,5345498,1571065385,duel,351054,dribble,true,true,,,false,left,1571065416
335,5345498,1571065392,duel,0,offensive_duel,true,true,,,false,,1571066660
335,5345498,1571066660,duel,334043,defensive_duel,,,false,false,false,,1571065392
335,5345498,1571065399,duel,37948,dribble,true,false,,,true,right,1571065426
335,5345498,1571065426,duel,412012,defensive_duel,,,true,false,true,left,1571065399
335,5345498,1571065403,duel,351054,dribble,true,false,,,true,right,1571065428
335,5345498,1571065428,duel,412012,defensive_duel,,,true,false,true,left,1571065403
335,5345498,1571065417,duel,224165,defensive_duel,,,true,true,false,,1571065434
335,5345498,1571065434,duel,449763,offensive_duel,false,false,,,false,,1571065417
335,5345498,1571065457,duel,0,defensive_duel,,,false,false,false,,1571066662
335,5345498,1571066662,duel,224165,offensive_duel,true,true,,,false,,1571065457
335,5345498,1571065505,duel,0,defensive_duel,,,true,true,false,,1571066663
335,5345498,1571066663,duel,224165,offensive_duel,false,false,,,false,,1571065505
335,5345498,1571065474,duel,224165,defensive_duel,,,true,true,false,,1571065512
335,5345498,1571065512,duel,356393,offensive_duel,false,false,,,false,,1571065474
335,5345498,1571065488,duel,224165,offensive_duel,true,true,,,false,,1571065535
335,5345498,1571065535,duel,496678,defensive_duel,,,false,false,false,,1571065488
335,5345498,1571065545,duel,449763,offensive_duel,true,false,,,false,,1571065491
